AHBA_acro,ROI,Full_name,structureOrder, PV_M_mean , PV_M_SD , PV_F_mean , PV_F_SD , SST_M_mean , SST_M_SD , SST_F_mean , SST_F_SD , VIP_M_mean , VIP_M_SD , VIP_F_mean , VIP_F_SD , SSTCR_mean , SSTCR_SD , SSTnNOS_mean , SSTnNOS_SD , VIPCR_mean , VIPCR_SD , VIPCCK_mean , VIPCCK_SD 
PrOR,LPO,Lateral preoptic area,77400,245.54,97.61,307.15,168.4,3800.58,827.33,4412.37,690.43,30.9,7.85,39.05,9.79,103.66,36.48,12.77,15.08,1.06,0.71,1.31,1.36
,PST,Preparasubthalamic nucleus,77600,333.67,157.1,345.91,331.62,2450.66,988.11,3537.46,1149.44,0,0,26.83,60,26.96,53.93,35.51,61.51,0,0,0,0
,PSTN,Parasubthalamic nucleus,77700,121.59,102.61,215.84,116.9,2297.91,667.56,2632.88,559.2,28.28,20.02,28.28,28,119,29.55,0,0,0,0,0,0
,RCH,Retrochiasmatic area,77800,22.2,25,35.92,31.73,4431.77,769.31,5367.28,671.32,357.87,340.28,450.77,356.15,418.16,69.22,0,0,23.77,37.03,107.53,186.24
,STN,Subthalamic nucleus,77900,1922.22,560.08,2825.64,1540.01,3355.01,748.35,4162.37,895.27,10.06,8.11,18.12,9.73,109.32,91.13,0,0,0,0,0,0
TubR,TU,Tuberal nucleus,78000,36.03,9.51,47.51,14.2,14952.55,1161.57,17945.32,1819.41,15.58,8.11,26.25,6.83,874.13,144.36,6.69,6.73,0,0,36.67,63.51
,ZI,Zona incerta,78100,2764.93,494.57,2743.58,840.65,9596.63,1743.99,11172.67,1546.43,7.54,2.39,8.88,5.28,342.5,149.06,0.43,0.37,0.16,0.31,0,0
,FF,Fields of Forel,78300,2452.34,546.86,2899.9,988.23,3858.12,609.86,4488.48,564.77,7.89,17.64,0,0,4.62,9.24,0,0,0,0,0,0
,MB,Midbrain,78500,3596.96,803.63,3470.48,920.18,9922.65,1782.34,11491.86,1320.24,192.59,30.66,268.4,47.03,275,108.35,16.97,13.79,1.49,0.59,0.6,0.27
,MBsen,"Midbrain, sensory related",78600,9960.32,2003.26,9115.88,1945.44,25557.83,3311.38,28453.97,2619.81,682.16,132.98,957.73,183.84,355.95,98.53,26.11,28.17,4.65,2.4,1.64,1.02
,SCs,"Superior colliculus, sensory related",78700,5048.55,1718.45,5548.16,2483.01,15347.35,1800.72,16805.51,1578.26,296.36,29.06,367.29,80.06,192.57,51.99,25.32,31.62,10.36,5.41,4.28,4.29
,SCop,"Superior colliculus, optic layer",78800,2771.88,833.77,3204.03,1717.51,16676.53,3805.45,18862.68,2953.29,43.37,11.18,47.81,14.33,276.67,66.83,12.25,14.85,0,0,0,0
,SCsg,"Superior colliculus, superficial gray layer",78900,6927.38,2163.88,7627.35,3259.34,20491.51,2420.83,22500.17,2138.73,155.89,21.03,192.79,45.62,227.47,65.63,34.34,40.37,1.84,2.13,0.72,0.63
,SCzo,"Superior colliculus, zonal layer",79000,3695.91,1651.36,3923.52,1848.8,7065.2,714.88,7265.74,582.75,657.23,81.52,819.64,180.6,90.23,31.9,20.17,29.24,28.94,14.69,12.04,12.61
,IC,Inferior colliculus,79100,12892.14,2302.84,11338.86,1900.86,31513.65,4186.29,35245.05,3282.99,905.08,191.38,1299.02,254.89,424.53,116.85,27.51,27.84,2.26,2.35,0.5,0.43
,ICc,"Inferior colliculus, central nucleus",79200,22709.79,3848.22,19661.52,3471.24,39348.65,4776.03,43717.51,3093.03,1292.88,326.81,1993.07,268.52,273.56,87.11,23.89,23,2.78,0.9,0,0
,ICd,"Inferior colliculus, dorsal nucleus",79300,8055.18,1544.87,7098.45,953.76,33652.99,4214.66,39572.39,3447.52,825.28,224.07,1181.13,348.81,616.75,120.08,38.96,42.01,3.08,4.07,0.86,0.75
,ICe,"Inferior colliculus, external nucleus",79400,9618.1,1793.22,8575.68,1722.66,26795.89,4011.28,29295.07,3843.8,738.17,128.31,984.18,235.08,433.5,141.58,25.18,25.26,1.67,2.69,0.63,0.54
,NB,Nucleus of the brachium of the inferior colliculus,79500,254.83,150.95,238.11,130.6,6031.36,1362.42,7244.66,1412.01,0,0,0,0,934.94,384.5,25.92,26.68,0,0,0,0
,SAG,Nucleus sagulum,79600,580,330.63,635.61,292.65,2410.3,886.89,3478.13,883.95,3.42,7.65,0,0,12.02,24.05,0,0,0,0,0,0
680.265,PBG,Parabigeminal nucleus,79700,711.47,409.7,594.39,154.55,1541.88,551.34,1451.95,440.69,4.42,9.89,0,0,20.15,29.14,0,0,0,0,0,0
4289.09,MEV,Midbrain trigeminal nucleus,79800,4287.78,607.79,4091.42,371.35,12993.13,3954.58,16201.07,2870.15,48.77,41.24,78.95,46.23,1062.18,665.28,0,0,0,0,0,0
,MBmot,"Midbrain, motor related",79900,2024.15,541.86,2103.52,707.71,6246.91,1422.75,7472.58,1070.44,54.22,7.05,66.55,10.17,268.52,120.08,2.64,2.76,0.54,0.3,0.14,0.07
SNR,SNr,"Substantia nigra, reticular part",80000,4457.86,739.9,4289.09,789.52,675.84,160.53,684.69,102.69,0.21,0.46,2.41,1.97,14.76,8.94,0,0,0,0,0,0
VTA,VTA,Ventral tegmental area,80100,437.11,143.87,415.09,181.46,1660.45,784.62,2247.5,581.14,25.82,10.26,50.65,17.16,119.03,68.72,2.96,0.98,4.22,4.51,0,0
,RR,"Midbrain reticular nucleus, retrorubral area",80200,384.52,150.72,388.43,168.89,4061.53,1672.7,5485.85,1320.31,4.31,6.38,8.83,3.51,173.67,90.83,3.71,6.42,0,0,0,0
,MRN,Midbrain reticular nucleus,80300,1212.04,465.8,1210.16,622.28,3729.54,1710.33,4990.48,1361.71,4.51,1.81,8.02,5.89,180.55,96.44,1.55,1.88,0.06,0.13,0,0
,MRNmg,"Midbrain reticular nucleus, magnocellular part, general",80500,0,0,0,0,6570.51,2973.83,3933.33,2461.56,0,0,0,0,0,0,0,0,0,0,0,0
,SCm,"Superior colliculus, motor related",80700,1988.94,703.72,2171.71,1137.88,9015.96,1853.78,10796.39,1467.89,35.12,7.31,52.55,18.2,386.45,171.94,3.47,3.88,0.11,0.13,0,0
,SCdg,"Superior colliculus, motor related, deep gray layer",80800,1270.58,415.02,1383.26,650,6253.5,1563.09,7805.74,1204.24,45.37,17.63,60.99,26.1,177.43,87.92,0.91,1.58,0.34,0.39,0,0
,SCdw,"Superior colliculus, motor related, deep white layer",80900,428.65,182.12,490.06,357.1,3345.33,1334.26,4628.3,905.59,3.59,8.02,19.46,17.77,101.97,58.1,10.17,17.62,0,0,0,0
,SCiw,"Superior colliculus, motor related, intermediate white layer",81000,2504.72,853.26,2758.92,1435.84,8882.53,1961.21,10472.54,1389.63,50.78,12.07,76.5,24.68,346.59,189.27,3.45,3.53,0,0,0,0
,SCig,"Superior colliculus, motor related, intermediate gray layer",81100,2364.21,867.06,2575.13,1401.81,11001.43,2040.31,12984.53,1675.8,25.61,5.59,42.09,13.64,544.12,231.81,4.96,5.18,0,0,0,0
,SCig0a,"Superior colliculus, motor related, intermediate gray layer, sublayer a",81200,2789.76,879.45,2941.54,1227.55,8998.32,1245.18,10940.27,1129.36,20.09,8.09,27.91,14.17,367.79,191.71,0.96,1.66,0,0,0,0
,SCig0b,"Superior colliculus, motor related, intermediate gray layer, sublayer b",81300,2521.41,870.96,2757.66,1369.76,9070.1,1906.58,10979.7,1653.93,13.08,6.11,16.36,14.25,715.82,332.86,0.92,0.8,0,0,0,0
,SCig0c,"Superior colliculus, motor related, intermediate gray layer, sublayer c",81400,1038.33,332.93,1103.72,548.55,6325.01,2084.03,7801.98,1535.03,24.52,15.51,46.86,23.03,280.23,123.76,1.91,3.3,0,0,0,0
,PAG,Periaqueductal gray,81500,1843.54,298.09,1940.17,304.67,9557.4,1341.15,10698.33,867.18,177.34,28.5,195.51,12.23,4203.08,1567.38,45.3,45.63,15.17,6.06,6.06,2.97
,PAGdl,"Periaqueductal gray, dorsal lateral",81500,316.09,77.19,410.33,162.18,5109.96,566.94,5975.36,576.99,15.67,7.81,43.05,33.07,182.28,59.66,0.98,1.69,0,0,0,0
,PAGdm,"Periaqueductal gray, dorsal medial",81500,575.2,196.09,672.06,168.18,10761.08,1737.84,12378.64,1545.91,13.81,8.57,25.95,14.6,405.83,175.16,0,0,0,0,0,0
,PAGl,"Periaqueductal gray, lateral",81500,738.12,114,818.57,195.28,9706.65,1326.25,11077.78,1047.2,84.87,32.33,93.38,15.81,316.39,137.88,2.59,2.4,0.37,0.74,0,0
,PAGvl,"Periaqueductal gray, ventral lateral",81500,973.09,233.55,1007.2,282.83,10872.17,1537.82,12481.55,924.75,386.43,89.09,422.94,64.96,56.67,24.25,0.56,0.48,0,0,0.09,0.15
,PRC,Precommissural nucleus,81600,237.79,213.25,226.2,78.01,11510.81,1951.34,13215.58,1365.99,19.86,13.56,28.84,34.52,716.15,398.75,20.4,35.34,0,0,0,0
,INC,Interstitial nucleus of Cajal,81700,9058.33,2062.24,8976.61,2661.05,7769.32,2628.63,8677.82,2809.28,62.04,51.22,152.57,72.49,235.71,172.61,0,0,0,0,0,0
,ND,Nucleus of Darkschewitsch,81800,14996.09,1964.33,14831.25,3718.59,18534.17,3914.95,21064.71,3140.42,21.23,14.36,32.42,23.42,556.52,314.96,0,0,0,0,0,0
,PRT,Pretectal region,81900,3974.37,1251.38,4253.18,1265.53,3780.13,583.21,4618.45,655.65,3.25,2.63,6.44,3.62,183.49,84.86,1.18,1.02,0,0,0,0
,APN,Anterior pretectal nucleus,82000,5422.66,1639.54,5875.32,1651.98,2081.69,374.97,2666.73,541.95,1.84,1.99,3.53,4.28,38.5,26.51,0.48,0.84,0,0,0,0
,MPT,Medial pretectal area,82100,228.76,112.9,179.01,40.42,10692.5,864.71,12687.04,1922,11.57,12.17,16.81,24.45,1097,517.84,4.81,8.33,0,0,0,0
,NOT,Nucleus of the optic tract,82200,3295.02,1295.7,3543.57,872.1,4567.31,765.97,5036.97,751.17,3.69,5.05,11.54,12.57,122.41,55.15,3.11,5.38,0,0,0,0
,NPC,Nucleus of the posterior commissure,82300,1565.51,526.74,1553.12,696.61,5262.88,1321.34,6669.74,1270,5.31,6.45,8.62,6.02,304.24,146.25,1.79,3.09,0,0,0,0
,OP,Olivary pretectal nucleus,82400,1955.45,767.39,1834.65,991.57,6449.89,853.27,7810.68,789.41,0,0,10.82,16.43,528.32,249.62,0,0,0,0,0,0
,PPT,Posterior pretectal nucleus,82500,2261.38,840.58,2120.39,958.33,7028.38,828.23,7929.03,1648.19,5.7,12.74,5.03,11.25,138.54,110.29,0,0,0,0,0,0
,CUN,Cuneiform nucleus,82600,1182.81,479.44,1330.99,368.58,3284.68,1420.48,4175.02,887.36,13.98,7.38,14.1,9.99,107.72,55.72,2.93,2.54,1.1,2.2,0,0
,RN,Red nucleus,82700,4706.84,1675.46,4200.98,2203.74,705.5,398.03,883.89,308.46,2.76,4.08,4.72,8.2,11.02,12.92,0,0,0,0,0,0
,III,Oculomotor nucleus,82800,5612.78,2835.4,5378.5,3241.96,3431.75,1367.18,4157.94,1147.41,76.58,80.78,183.47,72.76,69.96,36.8,0,0,0,0,0,0
,EW,Edinger0Westphal nucleus,82900,1273.37,505.68,1468.15,742.87,2005.05,428.49,2561.28,643.4,274.85,149.15,343.06,252.17,95.51,84.59,0,0,0,0,8.74,15.13
,IV,Trochlear nucleus,83000,2892.31,2515.18,2274.4,2915.53,3366.47,971.2,4321.03,1752.38,1486.83,924.5,1268.54,749.67,111.09,142.84,0,0,0,0,0,0
,VTN,Ventral tegmental nucleus,83100,3882.09,1869.36,4869.08,2402.28,1072.59,809.11,1844.54,481.58,0,0,6.11,13.65,18.27,22.73,0,0,0,0,0,0
,AT,Anterior tegmental nucleus,83200,3897.7,1667.05,4232.6,1918.38,2061.95,1470.19,2987.52,1251.59,0,0,0,0,104.43,78.12,0,0,0,0,0,0
,LT,Lateral terminal nucleus of the accessory optic tract,83300,243.05,227.16,387.25,267.38,20939.44,11188.74,26427.88,3837.62,0,0,0,0,195.26,134.99,0,0,0,0,0,0
,MBsta,"Midbrain, behavioral state related",83700,935.13,231.72,950.58,310.22,3726.66,1201.37,4882.36,909.26,197.95,17.82,289.73,49.82,310.31,141.45,183.91,115.39,1.62,1.14,1.59,0.86
SNC,SNc,"Substantia nigra, compact part",83800,1592.05,239.22,1577.91,577.64,1665.64,638.08,1803.42,332.2,0.71,1.58,0.77,1.73,55.67,24.13,0,0,0,0,0,0
,PPN,Pedunculopontine nucleus,83900,631.4,302.29,553.19,273.29,3495.76,2054.44,5385.76,1559.4,1.92,2.86,6.36,5.61,587.92,339.86,1.83,1.59,0,0,0,0
,RAmb,Midbrain raphé nuclei,84000,748.14,245.91,852.05,227.54,4998.65,997.69,6247.52,844.22,438.06,35.91,633.24,112.77,268.02,98.82,407.49,256.76,3.55,2.5,3.47,1.91
,IF,Interfascicular nucleus raphé,84100,250.3,160.85,359.49,261.74,609.42,488.35,1223.33,449.2,23.9,22.02,32.03,43.9,36.32,29.64,0,0,0,0,0,0
,IPN,Interpeduncular nucleus,84200,1092.5,406.96,1291.21,449.7,5350.16,719.32,6588.76,859.04,14,14.75,55.18,30.19,218.57,29.6,882.64,566.2,0,0,2.68,4.64
,RL,Rostral linear nucleus raphé,84300,438.23,238.1,348.61,169.12,487.64,215.24,629.72,133.56,39.54,43.56,52.34,18.22,7.29,14.57,0,0,0,0,0,0
,CLI,Central linear nucleus raphé,84400,195.35,85.84,101.21,70.35,3440.42,1512.19,5069.68,1614.11,186.52,30.41,349.31,118.47,579.49,367.29,30.28,10.27,0,0,0,0
,DR,Dorsal nucleus raphé,84500,729.24,234.62,876.11,164.71,7441.75,1701.58,8852.24,970.59,1571.58,118.59,2142.83,373.03,242.5,118.46,4.81,8.33,14.12,9.91,9.68,4.83
,HB,Hindbrain,84600,3851.65,935.16,3590.93,1197.69,5198.07,2054.81,6697.77,1561.57,75.02,27.85,104.05,37.35,341.84,153.47,7.88,6.39,1.33,0.53,1.87,3.09
,P,Pons,84700,3780.2,999.9,3502.09,1054.83,4431.71,2007.2,5903.07,1543.06,84.26,28.33,117.39,42.95,563.15,295.21,5.94,5.25,2.47,1.07,3.76,6.29
,P0sen,"Pons, sensory related",84800,10206.27,2260.07,9550.13,2646.97,5355.76,1990.81,6840.54,1510.1,69.58,17.19,107.02,30.65,387.65,215.38,2.76,2.17,1.79,0.83,1.1,1.62
,NLL,Nucleus of the lateral lemniscus,84900,6813.7,2356.31,6061.51,2208.45,3782.36,1799.05,5428.87,1561.44,5.85,3.88,11.75,6.63,366.52,226.99,4.21,2.27,0,0,0.44,0.77
,NLLd,"Nucleus of the lateral lemniscus, dorsal part",85000,4095.83,1033.91,3765.94,1177.89,2025.05,785.16,2573.31,666.75,12.37,7.65,1.43,3.2,146.35,88.22,1.96,3.39,0,0,2.13,3.69
,NLLh,"Nucleus of the lateral lemniscus, horizontal part",85100,5355.63,1633.23,5320.03,1781.47,3944.58,1837.37,6350.32,1567.16,0,0,0,0,521.44,357.05,8.01,13.88,0,0,0,0
,NLLv,"Nucleus of the lateral lemniscus, ventral part",85200,7902.59,2941.15,6915.48,2638.86,4372.91,2144.84,6324.64,1890.32,4.16,3.85,16.19,9.33,425.77,263.48,4.62,2.89,0,0,0,0
,PSV,Principal sensory nucleus of the trigeminal,85300,19297.36,3245.77,18423.81,4448.33,5797.96,1993.31,7304.41,1563.56,54.59,25.11,86.54,45.56,303.36,198.78,0.65,0.56,0.78,0.99,1.72,2.99
,PB,Parabrachial nucleus,85400,3498.8,541.23,3396.86,622.82,9394.73,2440.38,11261.35,1556.6,101.25,24.51,128.05,25.81,789.07,366.63,5.7,7.44,5.39,4.46,0,0
,KF,Kolliker0Fuse subnucleus,85500,0,0,4963.97,1302.33,7810.11,2740.69,9537.31,2174.88,214.25,44.96,249.51,90.67,542.71,277.58,0,0,4.2,8.39,0,0
,PBl,"Parabrachial nucleus, lateral division",85600,2863.81,527.66,2829.98,213.54,11722.64,2621.46,13868.66,1705.49,40.24,11.78,50.64,19.97,1114.16,500.4,8.5,10.38,0,0,0,0
,PBlc,"Parabrachial nucleus, lateral division, central lateral part",85700,5022.14,783.03,5050.24,446.71,20078.06,4365.95,23201.41,3251.42,42.07,21.64,55.71,21.54,2228.13,953.7,0,0,0,0,0,0
,PBld,"Parabrachial nucleus, lateral division, dorsal lateral part",85800,2134.75,510.29,2295.2,342.28,8830.09,3150.22,9320.16,1597.88,17.37,18.37,60.94,13.35,308.46,254.24,6.82,11.81,0,0,0,0
,PBle,"Parabrachial nucleus, lateral division, external lateral part",85900,1795.46,523.3,1518.09,482.06,4630.2,1113.87,5912.92,951.08,17.88,28.85,13.5,12.35,468.67,194.46,0,0,0,0,0,0
,PBls,"Parabrachial nucleus, lateral division, superior lateral part",86000,1763.68,662.71,1829.9,365.36,10411.6,1635.22,13280.07,1793.03,18.01,24.18,31.12,29.19,797.64,444.42,35.7,41.63,0,0,0,0
,PBlv,"Parabrachial nucleus, lateral division, ventral lateral part",86100,2031.68,396.62,1793.69,559.18,7288.34,2427.43,8768.42,1457.55,95.35,50.69,84.84,41.76,699.41,298.63,0,0,0,0,0,0
,PBm,"Parabrachial nucleus, medial division",86200,3548.04,580.44,3467.39,1416,5625.52,2033.66,6998.08,1041.52,148.22,66.16,204.41,79.02,287.63,166.95,3.89,6.75,17.17,16.83,0,0
,PBme,"Parabrachial nucleus, medial division, external medial part",86300,2268.99,892.51,2123.85,867.58,881.65,1139.53,1014.39,730.7,0,0,12.34,27.58,192.69,193.67,0,0,0,0,0,0
,PBmm,"Parabrachial nucleus, medial division, medial medial part",86400,3705.05,578.71,3633.02,1492.77,6209.61,2169.28,7758.07,1095.19,166.7,74.21,228.43,87.37,298.82,169.73,4.37,7.58,19.23,18.82,0,0
,SOC,Superior olivary complex,86600,7460.85,2946.05,6471.85,2778.26,2295.25,1834.4,3065.59,1498.76,128.99,54.65,217.62,50.34,132.77,94.26,1.56,2.71,1.54,3.07,1.74,1.86
,POR,"Superior olivary complex, periolivary region",86700,7889.57,3098.52,6932.59,3036.45,2336.13,1895.36,3119.16,1544.16,73.05,34.24,125.72,20.14,143.13,102.78,1.81,3.14,1.79,3.57,2.03,2.16
,SOCm,"Superior olivary complex, medial part",86800,3615.87,1732.85,2813.81,1433.01,2355.46,1629.75,2893.02,1478.27,745.8,379.54,1205.05,759.76,130.59,136.43,0,0,0,0,0,0
,SOCl,"Superior olivary complex, lateral part",86900,5547.46,2257.02,4158.43,1214.76,1856.64,1374.84,2637.26,1117.2,299.68,155.82,526.33,60.19,31.34,30.68,0,0,0,0,0,0
,P0mot,"Pons, motor related",87000,3115.01,894.22,2910.26,904.17,6630.5,2851.44,8628.33,2082.58,124.7,49.16,158.61,62.14,1121.64,620.61,6.06,6.52,4.76,2.31,1.24,2.14
,B,Barrington's nucleus,87100,342.65,189.9,352.28,331.24,14134.9,1290.07,14726.29,159.39,84.9,29.31,85.72,134.46,1396.96,468.86,0,0,0,0,0,0
,DTN,Dorsal tegmental nucleus,87200,5289.39,1765.87,6598.12,2555.59,10628.12,1593.05,11732.27,996.19,15.07,15.13,18.46,25.33,54.23,28.6,0,0,0,0,0,0
,PCG,Pontine central gray,87400,3566.35,872.43,4045.22,789.41,8064.3,1942.51,9584.63,783.95,35.11,13.94,52.17,23.4,289.33,120.35,3.81,3.82,0.93,1.08,0,0
,PG,Pontine gray,87500,8520.3,2574.78,7747.6,2304.03,19822.52,6007.05,24992.64,4806.37,8.22,6.13,4.95,2.32,4110.11,2229.05,19.92,20.35,0.37,0.73,5.97,10.34
,PRNc,"Pontine reticular nucleus, caudal part",87600,486.73,184.58,464.83,218.03,1832.84,1464.95,2716.94,1162.07,89.54,36.81,118.83,47.87,176.48,116.33,0.31,0.53,3.06,1.65,0.37,0.64
,SG,Supragenual nucleus,87800,845.08,738.98,1178.74,757.52,21988.46,6763.69,27036.89,3609.55,0,0,39.79,88.97,301.7,246.37,0,0,0,0,0,0
,SUT,Supratrigeminal nucleus,88000,4524.8,879.15,4334.13,1263.75,2477.23,1019.5,3500.15,561.37,1270.33,505.21,1561.85,678.56,181.87,123.97,0,0,62.52,46.03,2.85,4.94
,TRN,Tegmental reticular nucleus,88100,8402.2,3060.43,6774.34,3218.98,12448.65,7959.23,17434.28,6289.09,0.93,2.07,0.91,2.04,3320.87,1999.86,22.78,25.51,0,0,0.52,0.9
,V,Motor nucleus of trigeminal,88200,2282.45,589.16,2380.55,682.62,1814.66,785.99,2397.47,571.8,534.75,222.62,684.96,249.58,159.56,94.49,0,0,19.97,17.78,0,0
,P0sat,"Pons, behavioral state related",88300,450.4,149.83,458.83,198.76,3244.82,1950.03,4491.12,1435.25,71.85,25.41,103.42,40.34,297.05,178.26,13.92,10.49,1.3,0.7,0.09,0.16
,CS,Superior central nucleus raphé,88400,293.63,95.82,320.58,176.22,5345.32,2809.69,7312.93,2039.54,23.11,14.74,52.15,36.66,674.11,392.9,84.21,57.52,0,0,0,0
,CSl,"Superior central nucleus raphé, lateral part",88500,263.78,101.24,256,161.58,4527.37,2898.38,6797.66,2202.7,11.74,6.12,29.16,23.63,635.76,407.94,12.11,8.03,0,0,0,0
,CSm,"Superior central nucleus raphé, medial part",88600,324.19,114.15,386.17,197.52,6177.75,2724.39,7830.55,1879.96,34.54,25.52,75.58,55.68,712.69,379.41,156.88,107.38,0,0,0,0
,LC,Locus ceruleus,88700,3777.5,647.56,3726.31,583.19,9223.18,1549.24,10013.07,621.65,137.28,97.43,106.26,48.89,649.27,251.61,0,0,0,0,0,0
,LDT,Laterodorsal tegmental nucleus,88800,226.28,125.68,354.15,172.16,9262.1,1910.22,10407.7,782.33,14.09,5.64,14.09,9.88,406.18,191.5,23.01,20.46,0,0,0,0
,NI,Nucleus incertus,88900,682.82,325.48,770.82,395.33,6721.96,2599.02,9500.12,1966.76,13.78,20.58,49.41,53.9,329.39,183.56,13.15,15.11,0,0,0,0
,PRNr,Pontine reticular nucleus,89000,432.77,167.39,432.01,203.96,2324.26,1785.04,3380.05,1367.46,86.26,29.26,121.34,46.17,219.61,143.5,2.76,3.1,1.73,0.93,0.12,0.21
,RPO,Nucleus raphé pontis,89100,243.91,206.65,216,121.6,1933.93,2658.45,2678.59,2033.64,0,0,0,0,328.24,277.39,0,0,0,0,0,0
,SLC,Subceruleus nucleus,89200,155.46,105.11,101.61,61.14,4110.63,1999.76,5510.83,1522.33,82.64,29.97,94.97,87.38,366.43,275.24,0,0,0,0,0,0
,SLD,Sublaterodorsal nucleus,89300,368.81,159.3,405.08,293.9,6291.38,2644.34,8186.72,1562.21,31.33,34.23,59.27,38.25,302.13,168.41,0,0,0,0,0,0
,MY,Medulla,89400,3908.49,898.46,3661.45,1333.35,5818.8,2095.76,7340.91,1586.72,67.54,27.67,93.31,33.14,154.86,50.19,9.49,7.38,0.38,0.34,0.37,0.54
,MY0sen,"Medulla, sensory related",89500,10768.33,2100.78,9853.29,3264.6,11866.6,3015.71,14618.07,2415.21,11.84,4.57,16.98,11.48,268.96,114.3,14.98,11.11,0.07,0.13,0.07,0.12
,AP,Area postrema,89600,814.98,545.32,1182.56,1238.64,29690.74,10010.54,31406.19,3855.68,191.33,188.89,222.11,189.41,300.27,303.69,0,0,0,0,0,0
,CN,Cochlear nuclei,89700,16348.61,3186.73,14889.19,4545.33,5583.58,2378.11,7006.98,1956.45,8.02,3.44,14.44,12.44,103.12,51.79,1.35,1.22,0.23,0.46,0.25,0.44
,CNlam,Granular lamina of the cochlear nuclei,89800,15188.61,3277.33,13813.9,4803.89,1223.16,689.95,1680.74,769.15,28.17,41.53,0,0,28.79,19.2,0,0,0,0,0,0
,CNspg,"Cochlear nucleus, subpedunclular granular region",89900,7298.81,2118.78,7191.74,1352.15,1793.51,1815.29,2031.49,822.45,0,0,44.44,99.36,92.64,40.89,0,0,0,0,0,0
,DCO,Dorsal cochlear nucleus,90000,17764.01,3168.23,16688.98,3702.89,1214.48,574.39,1458.04,442.52,7.9,4.74,15.99,14.92,149.07,99.21,0,0,0,0,0.69,1.2
,VCO,Ventral cochlear nucleus,90100,15955.34,3684.74,14192.79,5315.56,8972.67,3740.52,11354.49,3124.29,7.71,6.85,12.24,7.2,76.24,27.45,2.34,2.11,0.41,0.82,0,0
,DCN,Dorsal column nuclei,90200,5585.8,2383.01,5406.83,3265.06,6645.11,3287.74,9889.51,3293.83,6.35,9.76,12.54,17.51,172.38,205.97,11.5,5.37,0,0,0,0
,CU,Cuneate nucleus,90300,5593.91,2279.94,5462.23,3341.59,6854.99,3385.62,10205.95,3326.48,6.62,10.18,13.07,18.27,179.7,214.79,11.98,5.62,0,0,0,0
,GR,Gracile nucleus,90400,5448,5922.81,4068.78,2853.93,1738,2590.42,2485.26,2595.45,0,0,0,0,0,0,0,0,0,0,0,0
,ECU,External cuneate nucleus,90500,6805.98,2814.11,7139.34,2901.86,1881.94,904.89,2602.65,917.63,3.97,3.65,4.14,6.29,37.68,38.64,0,0,0,0,0,0
,NTB,Nucleus of the trapezoid body,90600,12050.5,6708.04,11332.81,6675.1,5426.58,4451.78,7038.56,3666.16,0,0,6.5,6.86,55.48,47.55,2.45,4.24,0,0,0,0
,NTS,Nucleus of the solitary tract,90700,1416.35,531.83,1316.82,416.01,21451.89,3922.25,26247.68,3222.97,52.63,29.59,53.4,46.73,676.51,272.92,95,74.92,0,0,0,0
,NTSce,"Nucleus of the solitary tract, central part",90800,221.55,218.45,267.41,130.82,22142.3,5935.07,21580.64,3860.16,0,0,31.51,70.46,677.19,354.9,44.11,76.4,0,0,0,0
,NTSco,"Nucleus of the solitary tract, commissural part",90900,150.1,142.57,170.52,229.85,27127.61,1812.97,31504.06,4541.36,0,0,52.01,54.11,294.57,220.61,13.73,23.77,0,0,0,0
,NTSge,"Nucleus of the solitary tract, gelatinous part",91000,2686.72,1100.48,2142.53,267.52,11833.56,6452,13616.6,6458.92,15.66,35.01,14.91,33.34,87.98,66.18,0,0,0,0,0,0
,NTSl,"Nucleus of the solitary tract, lateral part",91100,2155.75,992.66,1962.02,900.99,19961.4,5793.01,25409.38,4171.66,23.09,15.5,42.62,40.43,761.8,312.14,63.62,48.2,0,0,0,0
,NTSm,"Nucleus of the solitary tract, medial part",91200,909.02,269.97,905.23,233.85,22660.62,3123.47,27362.38,2743.1,88.18,54.76,65.71,71.29,695.28,284.96,138.89,108.09,0,0,0,0
,SPVC,"Spinal nucleus of the trigeminal, caudal part",91300,8533.43,2028.59,8965.27,2769.58,23145.95,5857.27,28102.89,4491.23,15.57,9.48,27.15,12.14,848.14,756.89,10.04,14.24,0,0,0,0
,SPVI,"Spinal nucleus of the trigeminal, interpolar part",91400,13079.48,2021.01,11517.89,4163.61,16300.41,3634.24,20017.48,2968.48,2.62,1.23,6.68,3.19,270.62,111.67,6.24,5.86,0,0,0,0
,SPVO,"Spinal nucleus of the trigeminal, oral part",91500,3292.43,707.71,3217.63,1162.77,5247.84,1588.88,6666.61,1246.27,5.47,6.41,10.29,10.05,142.43,72.86,15.98,6.36,0,0,0,0
,SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",91600,5911.49,1057.06,6179.89,1518.49,14460.45,3640.26,17381,2872.38,8.03,17.96,7.85,17.54,377.74,222.35,47.77,54.94,0,0,0,0
,SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",91700,4752.08,615.73,4658.2,1781.24,10494.59,2001.79,12917.11,2278.89,0,0,5.72,12.78,238.68,245.13,82.93,29.41,0,0,0,0
