GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
55814        5   70746442   70868649    257      10  150064      0.68589      0.24639
64087        5   70878115   70959533    185      17  150064      0.47023       0.3191
9607         5   71009990   71021875     56      12  150064     -0.58557      0.72092
4131         5   71398118   71510397    248      53  150064      0.41255      0.33997
23107        5   71510236   71621084    166      22  150064       2.1082     0.017508
79810        5   71611200   71661544     57      12  150064       2.3692    0.0089129
167465       5   71733238   71808249    188      21  150064      0.20773      0.41772
3842         5   72107418   72215215    179      18  150064      -1.0534      0.85393
115548       5   72246808   72391349    237      17  150064     -0.28502      0.61218
134285       5   72405286   72432765     65      20  150064       1.5959     0.055252
134288       5   72459080   72476073     36      11  150064        1.644     0.050086
2297         5   72737083   72749352     19       5  150064       1.2939     0.097851
689          5   72789250   72806448     45       4  150064       1.0936      0.13707
57763        5   72843025   72866521     65       9  150064     -0.66896      0.74824
84135        5   72856568   72883984     74       9  150064     -0.62124      0.73278
64283        5   72916983   73242818    976      71  150064       1.4028     0.080335
8507         5   73918231   73942249     40       9  150064      0.29216      0.38508
3074         5   73930547   74022113    303      41  150064      -1.0241       0.8471
84340        5   74012029   74068196    115      13  150064     -0.50646      0.69373
10412        5   74057816   74077737     46       9  150064     -0.91733      0.82052
26049        5   74068399   74168832    204      14  150064     -0.53289      0.70295
51301        5   74318246   74355743    105      17  150064       1.4961     0.067313
256006       5   74359122   74537703    479      19  150064    0.0046094      0.49816
3156         5   74627159   74662926     66      12  150064        1.411     0.079115
10087        5   74661928   74812806    261      18  150064        2.477    0.0066251
51426        5   74802657   74900646    149      18  150064         2.38    0.0086561
728780       5   74902301   74972671    186      22  150064       1.8694     0.030786
134359       5   74965023   75018313    200      15  150064       1.3849     0.083042
22987        5   75373997   75654764   1025      73  150064      -1.0257      0.84748
10788        5   75694131   76008957   1050      87  150064      -1.1024      0.86485
2151         5   75906307   75924259     97      19  150064    -0.046362      0.51849
2149         5   76006868   76036595     59      13  150064      0.13199       0.4475
2150         5   76109833   76136140     54       9  150064      0.41515      0.33902
170591       5   76140826   76222056    194      21  150064      0.26808      0.39432
1393         5   76243680   76270299     68      14  150064       1.5192     0.064359
55109        5   76321210   76366059    105      17  150064      -1.2568      0.89559
84327        5   76367532   76388030     63      14  150064     -0.82774      0.79609
8622         5   76471082   76729081    730      60  150064       0.2623      0.39655
55255        5   76722622   76793332    319      19  150064      0.20595      0.41842
23440        5   76919537   76939522     46       6  150064     -0.87322      0.80873
6902         5   76981995   77077185    341      18  150064       1.5054     0.066113
8546         5   77293150   77595579    677      23  150064       2.4384    0.0073764
9522         5   77651339   77781562    339      15  150064       3.1815   0.00073262
10184        5   77776038   77949648    386      27  150064       1.9569      0.02518
411          5   78068032   78287357    776      42  150064       -1.001       0.8416
29958        5   78288387   78370497    304      22  150064       1.7413     0.040818
23743        5   78360547   78390897     83      12  150064       1.2573      0.10432
635          5   78402604   78433113     90      16  150064        1.812     0.034997
133746       5   78526925   78628038    203      17  150064       1.2853     0.099343
9456         5   78664647   78814659    376      30  150064       1.7121     0.043439
167153       5   78903243   78987471    216      11  150064       1.1492      0.12523
202333       5   78980659   79101049    367      53  150064      -0.2035      0.58063
345778       5   79267539   79292088     47       6  150064      0.30841      0.37889
7060         5   79326170   79384111    143      13  150064      0.43152      0.33305
256987       5   79402050   79556898    585      58  150064       1.9951     0.023017
84654        5   79610790   79622661     46      10  150064      -1.2277      0.89023
9765         5   79698386   79780498    188      12  150064     -0.01633      0.50651
167555       5   79778800   79843382    156      26  150064     -0.14757      0.55866
340120       5   79847574   79871304     73      17  150064     -0.22751      0.58999
1719         5   79917045   79955800    184       8  150064     -0.95579      0.83041
100462981    5   79940819   79951854     53       5  150064      -1.0728      0.85832
4437         5   79945467   80177634    688      29  150064      -1.3375      0.90947
5924         5   80251491   80530981    880      89  150064     -0.93908      0.82615
1160         5   80523605   80567217    109      13  150064     0.033089       0.4868
84240        5   80592402   80613966     54      11  150064       1.3418     0.089833
134526       5   80620731   80694988    234      38  150064     -0.14735      0.55857
